"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"Sulfamethizole","270.33","270.024517926","C9H10N4O2S2","true","27","17","0","2","2","2","1","0.11","2","5","0","97.97",0.290307286573621,"25.14","66.84","210.69","47.64","66.86","5.57","5.55","337.47","465.26","4.01","1.95","2.98","-2.82","High","0.21","-2.12","-0.85","-0.07","0.14","-0.04","-0.49","-0.7","-0.73",-0.73,"-0.73","-0.73","-0.73","-0.73","-0.73","-0.73","-0.73","14.23","4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1-sulfonamide","CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1","InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)","VACCAVUAMIDAGB-UHFFFAOYSA-N","sulfamethizole","Uroz; ayerlucil; ccris 756; famet; fna brand of sulfamethizole; fna, sulfamethizol; lucosil; microsul; proklar; renasul; rufol; salimol; solfametizolo; sulamethizole; sulfa gram; sulfamethazole; sulfamethiazole; sulfamethizol; sulfamethizol fna; sulfamethizole; sulfamethizole (product); sulfamethizole (substance); sulfamethizole [usan:inn:jan]; sulfamethizole preparation; sulfamethizolum; sulfamethylthiadiazole; sulfametizol; sulfametizol [inn-spanish]; sulfapyelon; sulfstat; sulfurine; sulphamethizole; sulphamethyltiadiazole; tetracid; thidicur; thiosulfil; thiosulfil forte; ultrasul; urgo brand of sulfamethizole; urocydal; urodiaton; urolucosil; urosulfin; wyeth brand of sulfamethizole","144-82-1","CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1","C9H10N4O2S2",270.331,3,0.0272584,0.479318,"No Amine",5328,"CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N","144-82-1",270.3,"(-1)","-",1,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfamethoxazole","253.28","253.0521124","C10H11N3O3S","true","28","17","0","2","2","2","1","0.1","2","4","0","98.22",0.290918784432202,"24.15","64.5","204.51","44.68","66.06","4.89","5.44","337.62","456.43","5.86","1.97","3.91","-2.2","High","0.79","-1.44","-0.27","0.5","0.75","0.78","0.74","0.48","0.03",-0.034,"-0.13","-0.15","-0.15","-0.15","-0.15","-0.15","-0.15","13.51","4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzene-1-sulfonamide","CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1","InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)","JLKIGFTWXXRPMT-UHFFFAOYSA-N","sulfamethoxazole","SIM; SMX; Trib; apo-sulfamethoxazole; azo gantanol; azo-gantanol; bactrim; bactrimel; ccris 567; gamazole; gantanol; gantanol-DS; metoxal; radonil; septran; simsinomin; sinomin; solfametossazolo; sulfamethalazole; sulfamethoxazol; sulfamethoxazole; sulfamethoxazole (product); sulfamethoxazole - chemical; sulfamethoxazole preparation; sulfamethoxazolum; sulfamethoxizole; sulfamethylisoxazole; sulfametoxazol; sulfisomezole; sulpha-methoxizole; sulphamethalazole; sulphamethoxazol; sulphamethoxazole; sulphamethoxazole - chemical; sulphamethoxazole BP 98; sulphamethylisoxazole; sulphisomezole; urobak","723-46-6, 144930-01-8","CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1","C10H11N3O3S",253.278,3,0.12111,0.894304,"No Amine",5329,"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","723-46-6",253.28,"(-1)","-",0.972,-0.97,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfamethoxypyridazine","280.3","280.063011436","C11H12N4O3S","true","31","19","0","3","2","2","1","0.09","2","6","0","107.2",0.287022410238561,"27.13","72.39","228.47","50.8","69.98","4.9","6.18","373.49","498.28","6.84","2.02","4.43","-2.91","High","0.47","-1.38","-0.57","0.16","0.42","0.46","0.46","0.41","0.15",-0.03,"-0.3","-0.45","-0.47","-0.48","-0.48","-0.48","-0.48","14.43","4-amino-N-(6-methoxypyridazin-3-yl)benzene-1-sulfonamide","COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1","InChI=1S/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)","VLYWMPOKSSWJAL-UHFFFAOYSA-N","longin","3-sulfa-6-methoxypyridazine; SMOP; altezol; davosin; depovernil; durox; kinex; kynex; lederkyn; lentac; lisulfen; longin; medicel; midicel; midikel; myasul; opinsul; paramid; paramid supra; petrisul; piridolo; quinoseptyl; retamid; retasulfin; slosul; solfametossipiridazina; spofadazine; sulfalex; sulfamethoxipyridazine; sulfamethoxipyridazinum; sulfamethoxypyridazine; sulfamethoxypyridazine (product); sulfamethoxypyridazine (substance); sulfamethoxypyridazinum; sulfametoxipiridazina; sulfametoxipiridazine; sulfapyridazine; sulfdurazin; sulfozona; sulphamethoxypyridazine; sultirene; vinces; 磺胺甲氧嗪","80-35-3","COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1","C11H12N4O3S",280.303,4,0.185112,0.973948,"No Amine",5330,"COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N","80-35-3",280.31,"(-1)","-",0.782,-0.78,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfamonomethoxine","280.3","280.063011436","C11H12N4O3S","true","31","19","0","3","2","2","1","0.09","2","6","0","107.2",0.286983991004979,"27.12","71.35","228.74","48.01","72.14","4.88","5.82","373.54","476.3","7.15","2.49","4.8","-3.13","High","0.74","-2.79","-1.42","0.0","0.62","0.73","0.74","0.71","0.54",0.36,"0.09","-0.16","-0.2","-0.2","-0.2","-0.2","-0.2","14.8","4-amino-N-(6-methoxypyrimidin-4-yl)benzene-1-sulfonamide","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","InChI=1S/C11H12N4O3S/c1-18-11-6-10(13-7-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,14,15)","WMPXPUYPYQKQCX-UHFFFAOYSA-N","sulfamonomethoxine","daimeton; sulfamonomethoxin; sulfamonomethoxine; sulfamonomethoxinum; sulfamonometoxina; 磺胺间甲氧嘧啶","1220-83-3, 1416768-32-5","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","C11H12N4O3S",280.303,4,0.0835635,0.814951,"No Amine",5332,"COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N","1220-83-3",280.31,"(-1)","-",0.641,-0.64,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfanitran","335.33","335.057591705","C14H13N3O5S","true","36","23","0","4","2","2","0","0.07","2","5","0","118.41",0.269070829640739,"32.01","84.07","270.79","58.05","84.65","5.8","6.24","440.07","542.65","7.44",NA,NA,"-4.04","Moderate","1.64","1.64","1.64","1.64","1.64","1.64","1.64","1.62","1.52",1.36,"1.12","0.78","0.7","0.7","0.69","0.65","0.36","24.07","N-{4-[(4-nitrophenyl)sulfamoyl]phenyl}acetamide","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O","InChI=1S/C14H13N3O5S/c1-10(18)15-11-4-8-14(9-5-11)23(21,22)16-12-2-6-13(7-3-12)17(19)20/h2-9,16H,1H3,(H,15,18)","GWBPFRGXNGPPMF-UHFFFAOYSA-N","sulfanitran","sulfanitran","122-16-7, 1353867-79-4","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O","C14H13N3O5S",335.335,5,0.137598,0.982293,"No Amine",5334,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-]","122-16-7",335.34,"0","0",0.52,-0.48,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Sulfaphenazole","314.36","314.083746881","C15H14N4O2S","true","36","22","0","3","3","3","1","0.0","2","4","0","90.01",0.215587650595195,"33.38","85.21","261.56","46.97","81.96","4.78","7.48","417.51","494.34","6.32","2.44","4.43","-3.77","Moderate","1.81","-2.21","-0.49","1.06","1.7","1.79","1.79","1.66","1.23",1.11,"0.93","0.87","0.86","0.86","0.86","0.86","0.86","12.01","4-amino-N-(1-phenyl-1H-pyrazol-5-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1","InChI=1S/C15H14N4O2S/c16-12-6-8-14(9-7-12)22(20,21)18-15-10-11-17-19(15)13-4-2-1-3-5-13/h1-11,18H,16H2","QWCJHSGMANYXCW-UHFFFAOYSA-N","sulfaphenazole","S0758_sigma; UC166_sigma; depocid; depotsulfonamide; eftolon; firmazolo; inamil; isarol; isarol v; merian; microtan pirazolo; orisul; orisulf; paidazolo; phenylsulfapyrazole; plisulfan; prestwick_454; raziosulfa; solfafenazolo; sulfabid; sulfafenazol; sulfafenazol [inn-spanish]; sulfafenazolo; sulfaphenazol; sulfaphenazol [inn-french]; sulfaphenazole; sulfaphenazole (jan/inn); sulfaphenazole (substance); sulfaphenazolum; sulfaphenazon; sulfaphenylpipazol; sulfaphenylpyrazol; sulfaphenylpyrazole; sulphaphenazole; sulphenazole; unii-0J8L4V3F81; 磺胺苯吡唑","526-08-9, 1420043-53-3","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1","C15H14N4O2S",314.362,4,0.0779269,0.743301,"No Amine",5335,"C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N","526-08-9",314.4,"(-1)","-",0.923,-0.92,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfapyridine","249.29","249.05719778","C11H11N3O2S","true","28","17","0","2","2","2","1","0.0","2","4","0","85.08",0.255204271402004,"25.43","65.75","206.87","47.04","65.46","4.81","5.3","333.38","434.39","6.24","2.14","4.19","-2.47","High","1.01","-1.43","-0.23","0.63","0.95","1.0","0.99","0.84","0.4",0.288,"0.12","0.07","0.07","0.07","0.07","0.07","0.07","13.07","4-amino-N-(pyridin-2-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1","InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)","GECHUMIMRBOMGK-UHFFFAOYSA-N","sulfapyridine","2-sulfanilyl aminopyridine; 2-sulfapyridine; 4-(2-pyridinylsulfonyl)aniline; N(1)-pyridylsulfanilamide; N(sup1)-pyridylsulfanilamide; adiplon; coccoclase; dagenan; eubasin; eubasinum; haptocil; piridazol; plurazol; pyriamid; pyridazol; relbapiridina; ronin; septipulmon; solfapiridina; streptosilpyridine; sulfapiridina; sulfapyridine; sulfapyridine (substance); sulfapyridine preparation; sulfapyridinum; sulfidin; sulfidine; sulphapyridin; sulphapyridine; thioseptal; trianon; 磺胺吡啶","144-83-2","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1","C11H11N3O2S",249.289,3,0.228747,1.01567,"No Amine",5336,"C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N","144-83-2",249.29,"(-1)","-",0.936,-0.94,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfaquinoxaline","300.34","300.068096816","C14H12N4O2S","true","33","21","0","2","3","3","1","0.0","2","5","0","97.97",0.251753822433509,"32.04","79.3","245.66","50.32","78.71","4.8","6.65","389.15","483.66","6.79","2.13","4.46","-2.92","High","1.55","-0.62","0.38","1.18","1.5","1.55","1.55","1.49","1.21",1.034,"0.77","0.63","0.61","0.61","0.61","0.61","0.61","12.71","4-amino-N-(quinoxalin-2-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1","InChI=1S/C14H12N4O2S/c15-10-5-7-11(8-6-10)21(19,20)18-14-9-16-12-3-1-2-4-13(12)17-14/h1-9H,15H2,(H,17,18)","NHZLNPMOSADWGC-UHFFFAOYSA-N","sulfaquinoxaline","sulfaquinoxaline; 磺胺喹沙啉","59-40-5","NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1","C14H12N4O2S",300.336,3,0.220031,1.08954,"No Amine",5338,"C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N","59-40-5",300.34,"(-1)","-",0.805,-0.8,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfathiazole","255.31","255.01361889","C9H9N3O2S2","true","25","16","0","2","2","2","1","0.0","2","4","0","85.08",0.271491479992342,"24.2","62.27","198.32","41.16","65.23","4.48","5.81","313.38","419.59","5.73","2.04","3.88","-2.67","High","0.98","-1.26","-0.15","0.65","0.93","0.96","0.91","0.6","0.18",0.128,"0.05","0.03","0.03","0.03","0.03","0.03","0.03","14.29","4-amino-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)","JNMRHUJNCSQMMB-UHFFFAOYSA-N","thiazamide","2-sulfonamidothiazole; alphadol; azoquimiol; azoseptale; caswell no. 809B; ccris 765; cerazol (suspension); cerazole; cibazol; coco-thiazole; duatok; dulana; eleudron; epa pesticide chemical code 077903; estafilol; formosulfathiazole; monosodium salt sulfathiazole; neo-strepsan; neostrepsan; norsulfasol; norsulfazol; norsulfazole; norsulfazolum; planomide; poliseptil; sanotiazol; septozol; sodium sulfathiazole; solfatiazolo; streptosilthiazole; sulfamul; sulfathiazol; sulfathiazole; sulfathiazole (product); sulfathiazole (substance); sulfathiazole preparation; sulfathiazole, monosodium salt; sulfathiazolum; sulfathiazone; sulfatiazol; sulfocerol; sulphathiazole; sulzol; thiacoccine; thiazamide; thiozamide; usaf SN-9; wintrazole","72-14-0","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","C9H9N3O2S2",255.317,3,0.0317305,0.46113,"No Amine",5340,"C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2","72-14-0",255.3,"(-1)","-",0.979,-0.98,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfisoxazole","267.3","267.067762465","C11H13N3O3S","true","31","18","0","2","2","2","1","0.18","2","4","0","98.22",0.26562457744003,"25.9","67.92","221.51","44.22","69.66","4.71","6.81","369.77","475.08","4.81","2.17","3.46","-2.39","High","0.73","-2.67","-0.98","0.28","0.66","0.67","0.39","-0.05","-0.19",-0.198,"-0.21","-0.21","-0.21","-0.21","-0.21","-0.21","-0.21","12.94","4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzene-1-sulfonamide","CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C","InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3","NHUHCSRWZMLRLA-UHFFFAOYSA-N","sulfisoxazole","G-sox; J-sul; TL azole; TL-azole; V sul; V-sul; accuzole; alphazole; amidoxal; ammonium salt sulfisoxazole; astrazolo; azo gantrisin; azosulfizin; bactesulf; barazae; ccris 568; chemouag; cosoxazole; diolamine, sulfisoxazole; dorsulfan; dorsulfan warthausen; entusil; entusul; fna brand of sulfisoxazole; ganda; gantrisin; gantrisine; gantrisona; gantrosan; isoxamin; koro-sulf; monolithium salt sulfisoxazole; monosodium salt sulfisoxazole; neazolin; neoxazoi; neoxazol; norilgan-S; novazolo; novosaxazole; pancid; pediatric, gantrisin; renosulfan; resoxol; roche brand of sulfisoxazole; roche brand of sulfisoxazole acetate; roche brand of sulfisoxazole diolamine; roxosul; roxosul tablets; roxoxol; saxosozine; sk-soxazole; sodizole; solfafurazolo; sosol; soxamide; soxazole; soxisol; soxitabs; soxomide; stansin; sulbio; sulfadimethylisoxazole; sulfafurazol; sulfafurazol fna; sulfafurazole; sulfafurazole diolamine; sulfafurazolum; sulfagan; sulfagen; sulfaisoxazole; sulfalar; sulfapolar; sulfasan; sulfasol; sulfasoxazole; sulfasoxizole; sulfazin; sulfisin; sulfisonazole; sulfisoxasole; sulfisoxazol; sulfisoxazole; sulfisoxazole (product); sulfisoxazole (substance); sulfisoxazole dialamine; sulfisoxazole diolamine; sulfisoxazole diolamine (substance); sulfisoxazole diolamine preparation; sulfisoxazole preparation; sulfisoxazole roche brand; sulfisoxazolum; sulfizin; sulfizol; sulfizole; sulfofurazole; suloxsol; sulphadimethylisoxazole; sulphafuraz; sulphafurazol; sulphafurazole; sulphafurazolum; sulphaisoxazole; sulphisoxazol; sulphofurazole; sulsoxin; thiasin; tl-azole; triammonium salt sulfisoxazole; unisulf; urisoxin; uritrisin; urogan; vagilia; vangard brand of sulfisoxazole; zenith brand of sulfisoxazole","127-69-5","CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C","C11H13N3O3S",267.304,3,0.174497,0.972258,"No Amine",5344,"CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N","127-69-5",267.31,"(-1)","-",0.998,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Demeclocycline","464.86","464.0986433","C21H21ClN2O8","false","53","32","5","2","4","1","0","0.38","6","9","0","181.62",0.335222134037173,"43.32","114.28","376.24","59.46","101.03","4.97","7.82","541.79","499.21","2.99","6.75","4.79","-2.84","High","-3.33","-4.41","-4.24","-4.02","-3.57","-3.36","-3.33","-3.39","-3.8",-4.232,"-4.88","-6.06","-7.43","-8.72","-9.51","-9.9","-10.7","23.32","(4S,4aS,5aS,6S,12aS)-7-chloro-4-(dimethylamino)-1,6,10,12,12a-pentahydroxy-3,11-dioxo-3,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide","CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(O)=C(C(N)=O)C1=O","InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-26,29-30,32H,5H2,1-2H3,(H2,23,31)/t6-,7-,14-,15-,21-/m0/s1","WEBSMDPUSYHNPL-SEYHBJAFSA-N","(4S,4aS,5aS,6S,12aS)-7-chloro-4-(dimethylamino)-1,6,10,12,12a-pentahydroxy-3,11-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide","N/A","N/A","CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(O)=C(C(N)=O)C1=O","C21H21ClN2O8",464.853,2,0.128828,1.07362,"Tertiary Amine",54680690,"CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O","127-33-3",464.9,"(-2)","--",0.83,-0.82,"Tertiary Amine","Tertiary Amine","Antibiotic","Antibiotic","Tetracycline","Tetracycline",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
"Doxycycline","444.44","444.153265741","C22H24N2O8","true","56","32","7","2","4","1","0","0.45","5","9","0","178.46",0.311448516579407,"42.85","111.79","380.46","69.59","93.0","5.35","6.33","573.0","519.07","7.22","5.98","6.48","-2.75","High","-0.69","-4.73","-3.97","-3.63","-3.24","-2.42","-1.48","-0.76","-0.69",-0.998,"-1.46","-3.01","-4.74","-6.26","-7.42","-8.38","-9.42","21.62","(4S,4aR,5S,5aR,6R,12aS)-4-(dimethylamino)-5,10,12,12a-tetrahydroxy-6-methyl-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,12a-decahydrotetracene-2-carboxamide","C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O","InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,13-15,17,25,27,29,32H,1-3H3,(H2,23,31)/t7-,10+,13?,14+,15-,17-,22-/m0/s1","AQDATXBTAPVWIB-AZUNMRRLSA-N","(4S,4aR,5S,5aR,6R,12aS)-4-(dimethylamino)-5,10,12,12a-tetrahydroxy-6-methyl-1,3,11-trioxo-2,4,4a,5,5a,6-hexahydrotetracene-2-carboxamide","N/A","N/A","C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O","C22H24N2O8",444.435,2,0.107848,1.03433,"Tertiary Amine",54671203,"C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O","7164-70-7",444.4,"(-2)","--",0.896,-1.31,"Tertiary Amine","Tertiary Amine","Antibiotic","Antibiotic","Tetracycline","Tetracycline",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
"Meclocycline","476.87","476.0986433","C22H21ClN2O8","false","54","33","5","2","4","1","0","0.32","6","9","0","181.62",0.33389098262708,"44.9","118.4","385.96","61.24","99.88","5.02","7.58","543.95","501.31","2.99","6.55","4.73","-3.37","High","-3.13","-4.23","-4.05","-3.83","-3.37","-3.15","-3.13","-3.22","-3.71",-4.106,"-4.7","-5.8","-7.15","-8.47","-9.3","-9.72","-10.43","23.47","(4S,4aR,5S,5aR,12aS)-7-chloro-4-(dimethylamino)-1,5,10,12,12a-pentahydroxy-6-methylidene-3,11-dioxo-3,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide","CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(O)=C(C(N)=O)C1=O","InChI=1S/C22H21ClN2O8/c1-6-9-7(23)4-5-8(26)11(9)16(27)12-10(6)17(28)14-15(25(2)3)18(29)13(21(24)32)20(31)22(14,33)19(12)30/h4-5,10,14-15,17,26,28,30-31,33H,1H2,2-3H3,(H2,24,32)/t10-,14-,15+,17+,22+/m1/s1","MEFKOOXNVFALTA-IWVLMIASSA-N","(4S,4aR,5S,5aR,12aS)-7-chloro-4-(dimethylamino)-1,5,10,12,12a-pentahydroxy-6-methylidene-3,11-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide","N/A","N/A","CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(O)=C(C(N)=O)C1=O","C22H21ClN2O8",476.864,2,0.149025,1.01155,"Tertiary Amine",54676539,"CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O","2013-58-3",476.9,"(-2)","--",0.9,-0.82,"Tertiary Amine","Tertiary Amine","Antibiotic","Antibiotic","Tetracycline","Tetracycline",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Group 1","Anion"
