"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"Mezlocillin","539.58","539.114455133","C21H25N5O8S2","false","61","36","4","5","4","1","3","0.48","3","8","0","173.5",0.250230760355371,"49.82","124.88","436.43","80.07","128.26","7.46","8.5","693.36","715.89","3.6","2.75","3.14","-5.51","Low","-1.22","-5.73","-3.64","-1.98","-1.22","-1.51","-2.37","-3.32","-4.06",-4.168,"-4.33","-4.37","-4.39","-4.51","-5.08","-6.05","-6.98","25.71","(2S,5R,6R)-6-[(2R)-2-[(3-methanesulfonyl-2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","InChI=1S/C21H25N5O8S2/c1-21(2)14(18(29)30)26-16(28)13(17(26)35-21)22-15(27)12(11-7-5-4-6-8-11)23-19(31)24-9-10-25(20(24)32)36(3,33)34/h4-8,12-14,17H,9-10H2,1-3H3,(H,22,27)(H,23,31)(H,29,30)/t12-,13-,14+,17-/m1/s1","YPBATNHYBCGSSN-VWPFQQQWSA-N","mezlocillin","mezlin; mezlocilina; mezlocillin; mezlocilline; mezlocillinum","51481-65-3, 59798-30-0","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","C21H25N5O8S2",539.582,6,0.0857029,1.24332,"No Amine",656511,"CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C","51481-65-3",539.6,"(-1)","-",0.993,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Penicillin","Penicillin",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Ticarcillin","384.42","384.044978591","C15H16N2O6S2","true","41","25","4","5","3","1","3","0.47","3","6","0","124.01",0.267303256956869,"34.58","87.93","305.93","48.91","82.7","4.62","7.79","463.93","461.67","3.33","2.65","2.9","-4.18","Moderate","0.08","-3.9","-2.14","-0.56","0.08","-0.51","-2.0","-3.84","-5.37",-5.702,"-6.2","-6.43","-6.47","-6.52","-6.81","-7.26","-7.51","22.15","(2S,5R,6R)-6-[(2R)-2-carboxy-2-(thiophen-3-yl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)C3=CSC=C3)C(=O)N2[C@H]1C(O)=O","InChI=1S/C15H16N2O6S2/c1-15(2)9(14(22)23)17-11(19)8(12(17)25-15)16-10(18)7(13(20)21)6-3-4-24-5-6/h3-5,7-9,12H,1-2H3,(H,16,18)(H,20,21)(H,22,23)/t7-,8-,9+,12-/m1/s1","OHKOGUYZJXTSFX-KZFFXBSXSA-N","ticarcillin","csl brand of ticarcillin disodium; disodium, ticarcillin; glaxosmithkline brand of ticarcillin disodium; glaxosmithkline brand of ticarcillin disodium salt; smithkline beecham brand of ticarcillin disodium; tarcil; ticarcilina; ticarcilina [inn-spanish]; ticarcillin; ticarcillin (product); ticarcillin (substance); ticarcillin disodium (substance); ticarcillin disodium preparation; ticarcillin preparation; ticarcillin supplement; ticarcilline; ticarcilline [inn-french]; ticarcillinum; ticillin; ticillin (product)","34787-01-4","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)C3=CSC=C3)C(=O)N2[C@H]1C(O)=O","C15H16N2O6S2",384.427,5,0.118818,0.990522,"No Amine",36921,"CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CSC=C3)C(=O)O)C(=O)O)C","34787-01-4",384.4,"(-2)","--",0.999,-2,"No Amine","No Amine","Antibiotic","Antibiotic","Penicillin","Penicillin",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Azlocillin","461.49","461.136904655","C20H23N5O6S","true","55","32","4","5","4","1","3","0.45","4","6","0","148.15",0.247630668427299,"43.69","111.71","382.81","67.29","108.5","6.22","7.84","598.27","622.29","3.49","2.7","3.14","-5.43","Low","-0.71","-5.35","-3.15","-1.47","-0.71","-0.99","-1.85","-2.8","-3.55",-3.654,"-3.81","-3.85","-3.86","-3.94","-4.39","-5.37","-6.56","25.73","(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2R)-2-[(2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetamido]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","InChI=1S/C20H23N5O6S/c1-20(2)13(17(28)29)25-15(27)12(16(25)32-20)22-14(26)11(10-6-4-3-5-7-10)23-19(31)24-9-8-21-18(24)30/h3-7,11-13,16H,8-9H2,1-2H3,(H,21,30)(H,22,26)(H,23,31)(H,28,29)/t11-,12-,13+,16-/m1/s1","JTWOMNBEOCYFNV-NFFDBFGFSA-N","azlocillin","azlocilina; azlocilina [inn-spanish]; azlocillin; azlocillin sodium salt; azlocilline; azlocilline [inn-french]; azlocillinum; 阿洛西林","37091-66-0","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","C20H23N5O6S",461.492,5,0.111977,1.18739,"No Amine",6479523,"CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C","37091-66-0",461.5,"(-1)","-",0.975,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Penicillin","Penicillin",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Piperacillin","517.56","517.163119403","C23H27N5O7S","false","63","36","4","6","4","1","3","0.48","3","7","0","156.43",0.227392321893216,"49.3","126.3","437.65","74.7","118.71","6.4","8.44","687.93","698.49","3.49","2.7","3.18","-6.11","Low","-0.66","-6.69","-3.74","-1.54","-0.66","-0.93","-1.79","-2.74","-3.48",-3.588,"-3.75","-3.78","-3.8","-3.88","-4.34","-5.23","-6.11","30.77","(2S,5R,6R)-6-[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C2=CC=CC=C2)C(=O)C1=O","InChI=1S/C23H27N5O7S/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34)/t13-,14-,15+,20-/m1/s1","IVBHGBMCVLDMKU-GXNBUGAJSA-N","piperacillin","pentcillin; piperacillin; piperacillin anhydrous; piperacillin hydrate","61477-96-1","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C2=CC=CC=C2)C(=O)C1=O","C23H27N5O7S",517.555,6,0.0720295,1.17784,"No Amine",43672,"CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O","61477-96-1",517.6,"(-1)","-",0.978,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Penicillin","Penicillin",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfabenzamide","276.31","276.056863428","C13H12N2O3S","true","31","19","0","2","2","2","0","0.0","2","4","0","89.26",0.243646785860516,"28.04","73.15","230.46","37.83","83.7","4.71","7.71","366.35","470.9","4.32","2.09","3.2","-3.45","High","1.59","-0.27","0.5","1.25","1.53","1.44","1.02","0.71","0.66",0.656,"0.65","0.65","0.65","0.65","0.65","0.65","0.65","12.08","N-(4-aminobenzenesulfonyl)benzamide","NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1","InChI=1S/C13H12N2O3S/c14-11-6-8-12(9-7-11)19(17,18)15-13(16)10-4-2-1-3-5-10/h1-9H,14H2,(H,15,16)","PBCZLFBEBARBBI-UHFFFAOYSA-N","sulfabenzamide","sulfabenzamide; 磺胺苯酰","127-71-9","NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1","C13H12N2O3S",276.311,3,0.14708,1.15397,"No Amine",5319,"C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N","127-71-9",276.31,"(-1)","-",0.999,-1,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfacetamide","214.24","214.041213364","C8H10N2O3S","true","24","14","0","1","1","1","0","0.12","2","4","0","89.26",0.306577365619097,"20.56","52.48","176.55","38.06","57.38","4.24","5.79","291.15","390.54","5.6","2.14","3.87","-1.51","High","-0.26","-2.15","-1.4","-0.63","-0.32","-0.28","-0.35","-0.7","-1.09",-1.13,"-1.19","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","14.04","N-(4-aminobenzenesulfonyl)acetamide","CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","InChI=1S/C8H10N2O3S/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)","SKIVFJLNDNKQPD-UHFFFAOYSA-N","sulfacetamide","AK sulf; AK-sulf; I-sulfacet; N-acetylsulfanilamine; OP-sulfa 30; P-aminobenzenesulfonacetamide; P-aminobenzenesulfonoacetamide; acetocid; acetopt; acetosulfamine; ak-sulf; akorn brand of sulfacetamide sodium; albamine; albucid; alcon brand 1 of sulfacetamide sodium; alcon brand 2 of sulfacetamide sodium; alesten; allergan brand of sulfacetamide sodium; antébor; belph 10; belph-10; bleph; bleph-10; bleph-10 liquifilm; caswell no. 808A; ceta sulfa; cetamide, isopto; chauvin brand of sulfacetamide sodium; colircusi sulfacetamida; coliriocilina sulfacetam; epa pesticide chemical code 077904; formosulfacetamide; grin brand of sulfacetamide sodium; gyne-sulf; isopto cetamide; isopto-cetamide; klaron; medical brand of sulfacetamide sodium; monosodium salt, sulfacetamide; médix brand of sulfacetamide sodium; novartis brand of sulfacetamide sodium; oclucid; ocusulf-10; op-sulfa 30; ophthacet; ophthel-S; p-aminobenzenesulfonacetamide; p-aminobenzenesulfonoacetamide; pharmafair brand of sulfacetamide sodium; region; schering brand of sulfacetamide sodium; sebizon; sigma brand of sulfacetamide sodium; sodium sulamyd; solfacetamide; steramide; steri-units sulfacetamide; sulamyd; sulamyd, sodium; sulf 10; sulf-10; sulf-15; sulfacel-15; sulfacetam, coliriocilina; sulfacetamida; sulfacetamida, colircusi; sulfacetamide; sulfacetamide (product); sulfacetamide (substance); sulfacetamide preparation; sulfacetamide sodium (substance); sulfacetamide sodium preparation; sulfacetamide sodium usp; sulfacetamide, monosodium salt, anhydrous; sulfacetamidum; sulfacetimide; sulfacil; sulfacyl; sulfacylum; sulfair; sulfair 10; sulfair 15; sulfair forte; sulfair-15; sulfanilacetamide; sulfanilazetamid; sulfex; sulphacetamide; sulphacetamidum; sulphasil; sulten-10; sultrin; trysul; urosulfon; urosulfone; 磺胺醋酰","144-80-9, 5414-91-5","CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","C8H10N2O3S",214.242,2,0.127387,0.873562,"No Amine",5320,"CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N","144-80-9",214.24,"(-1)","-",0.985,-1.94,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfachlorpyridazine","284.72","284.0134744","C10H9ClN4O2S","true","27","18","0","2","2","2","1","0.0","2","5","0","97.97",0.286822613227157,"26.59","71.48","216.38","46.84","70.23","4.94","5.92","341.57","445.83","6.6","2.02","4.31","-3.79","Moderate","0.85","-0.97","-0.18","0.55","0.81","0.85","0.84","0.77","0.41",0.254,"0.02","-0.08","-0.09","-0.09","-0.09","-0.09","-0.09","12.97","4-amino-N-(6-chloropyridazin-3-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1","InChI=1S/C10H9ClN4O2S/c11-9-5-6-10(14-13-9)15-18(16,17)8-3-1-7(12)2-4-8/h1-6H,12H2,(H,14,15)","XOXHILFPRYWFOD-UHFFFAOYSA-N","sulfachloropyridazine","C10H9clN4O2S; cluricol; durasulf; monosodium salt sulfachlorpyridazine; nefrosul; prinzone vet.; solfaclorpiridazina; sulfachloropyridazine; sulfachlorpyridazine; sulfachlorpyridazine (substance); sulfachlorpyridazine, monosodium salt; sulfachlorpyridazinum; sulfacloropiridazina; sulphachlorpyridazine; vetisulid; 磺胺氯达嗪","80-32-0","NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1","C10H9ClN4O2S",284.722,3,0.11004,0.807862,"No Amine",6634,"C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl","80-32-0",284.72,"(-1)","-",0.865,-0.86,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfadiazine","250.28","250.052446752","C10H10N4O2S","true","27","17","0","2","2","2","1","0.0","2","5","0","97.97",0.300466171870208,"24.58","64.2","202.71","45.3","63.08","5.19","5.68","326.06","430.54","6.99","2.01","4.5","-2.5","High","0.39","-1.43","-0.64","0.08","0.34","0.38","0.38","0.35","0.13",-0.054,"-0.33","-0.52","-0.55","-0.56","-0.56","-0.56","-0.56","14.08","4-amino-N-(pyrimidin-2-yl)benzene-1-sulfonamide","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1","InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)","SEEPANYCNGTZFQ-UHFFFAOYSA-N","sulfadiazine","SDA; adiazin; adiazine; coco-diazine; cocodiazine; codiazine; cremodiazine; cremotres; debenal; deltazina; di-azo-mul; diazolone; diazovit; diazyl; eskadiazine; honey diazine; lantrisul; lipo-diazine; lipo-levazine; liquadiazine; metha-meridiazine; microsulfon; neazine; neotrizine; palatrize; pecta-diazine; pecta-diazine, suspension; piridisir; pirimal; pyrimal; quadetts; quadramoid; sanodiazine; solfadiazina; spofadrizine; sterazine; sulfa-triple; sulfa-triple #2; sulfacombin; sulfadiazene; sulfadiazin; sulfadiazina; sulfadiazine; sulfadiazine (substance); sulfadiazine preparation; sulfadiazine product; sulfadiazine product (product); sulfadiazine, silver; sulfadiazine, zinc; sulfadiazinum; sulfaloid; sulfanilamidopyrimidine; sulfapirimidin; sulfapyrimidin; sulfapyrimidine; sulfatryl; sulfazine; sulfolex; sulfonamides duplex; sulfonsol; sulfose; sulphadiazine; sulphadiazine E; sulphadiazine product; suspension pecta-diazine; terfonyl; theradiazine; thi-di-mer; tri-sulfameth; trifonamide; triple sulfa; triple sulfas; triple sulfoid; trisem; truozine; zinc sulfadiazine; 磺胺嘧啶","68-35-9","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1","C10H10N4O2S",250.277,3,0.111254,0.788075,"No Amine",5215,"C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","68-35-9",250.28,"(-1)","-",0.72,-0.72,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfadimethoxine","310.33","310.073576121","C12H14N4O4S","true","35","21","0","4","2","2","1","0.17","2","7","0","116.43",0.27589393616265,"29.68","77.75","254.84","49.56","80.98","5.07","7.59","422.01","542.99","6.91","1.95","4.43","-3.6","High","1.26","-0.53","0.29","0.99","1.22","1.26","1.26","1.22","0.97",0.79,"0.52","0.34","0.32","0.32","0.32","0.32","0.32","15.47","4-amino-N-(2,6-dimethoxypyrimidin-4-yl)benzene-1-sulfonamide","COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)","ZZORFUFYDOWNEF-UHFFFAOYSA-N","sulfadimethoxine","abcid; abcid (TN); agribon; agribon (TN); albon; arnosulfan; bactrovet; deposul; di-methox; diasulfa; diasulfyl; dimetazina; dimethoxysulfadiazine; dinosol; dorisul; fuxal; madribon; madrigid; madriqid; madroxin; madroxine; maxulvet; memcozine; metoxidon; neostrepal; omnibon; persulfen; radonin; redifal; roscosulf; scandisil; solfadimetossina; sudine; sulfadimethoxin; sulfadimethoxine; sulfadimethoxine (product); sulfadimethoxine (substance); sulfadimethoxinum; sulfadimethoxydiazine; sulfadimetossina; sulfadimetoxin; sulfadimetoxina; sulfastop; sulfoplan; sulphadimethoxine; sulxin; symbio; theracanzan; 磺胺地索辛","122-11-2","COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","C12H14N4O4S",310.329,5,0.258628,1.24644,"No Amine",5323,"COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC","122-11-2",310.33,"(-1)","-",0.758,-0.76,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfaguanidine","214.24","214.052446752","C7H10N4O2S","true","24","14","0","1","1","1","0","0.0","4","5","0","122.06",0.441446654611212,"20.52","63.75","173.17","36.27","58.57","4.08","5.78","276.5","355.38","10.53","7.72","9.13","-1.63","High","-0.52","-4.82","-4.05","-3.3","-2.99","-2.92","-2.77","-2.17","-1.31",-1.07,"-0.71","-0.56","-0.62","-0.99","-1.37","-1.46","-1.46","20.53","N-(4-aminobenzenesulfonyl)guanidine","NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1","InChI=1S/C7H10N4O2S/c8-5-1-3-6(4-2-5)14(12,13)11-7(9)10/h1-4H,8H2,(H4,9,10,11)","BRBKOPJOKNSWSG-UHFFFAOYSA-N","aterian","N(sup 1)-guanylsulfanilamide; N-guanylsulfanilamide; S-guanidine; abiguanil; aterian; diacta; emerin (pharmaceutical); ganidan; gastro entericanis biocanina; gastro-entericanis biocanina; gastroentericanis biocanina; guamide; guanicil; guanidan; orgaguanidon; p-aminobenzenesulfoguanidide; resulfon; ruocid; shigatox; solfaguanidina; suganyl; sulfaguanidin; sulfaguanidina; sulfaguanidine (product); sulfaguanidine (substance); sulfaguanidinum; sulfaguanil; sulfaguine; sulfanilyl guanadine; sulfentidine; sulfoguanil; sulfoguanyl; sulfoquanidine; sulgin; sulginum; sulphaguanidine; veto centre; veto-centre","57-67-0, 61116-95-8, 6190-55-2","NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1","C7H10N4O2S",214.245,3,0.159071,0.883705,"No Amine",5324,"C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N","57-67-0",214.25,"0","0",0.995,0.68,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Sulfamerazine","264.3","264.068096816","C11H12N4O2S","true","30","18","0","2","2","2","1","0.09","2","5","0","97.97",0.27349115068952,"26.33","68.79","219.38","48.07","67.18","4.87","6.33","358.22","470.83","6.99","2.0","4.5","-2.66","High","0.52","-1.3","-0.5","0.22","0.48","0.51","0.51","0.48","0.26",0.076,"-0.2","-0.39","-0.42","-0.42","-0.42","-0.42","-0.42","13.45","4-amino-N-(4-methylpyrimidin-2-yl)benzene-1-sulfonamide","CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1","InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)","QPPBRPIAZZHUNT-UHFFFAOYSA-N","sulfamerazine","2-sulfa-4-methylpyrimidine; cremomerazine; debenal-M; kelamerazine; mebacid; mesulfa; methylpyrimal; methylsulfadiazine; methylsulfazin; methylsulfazine; metilsulfadiazin; metilsulfazin; percoccide; pirimal-M; pyralcid; pyrimal M; romezin; septacil; septosyl; solfamerazina; solumedin; sulfameradine; sulfamerazin; sulfamerazina; sulfamerazine; sulfamerazine (substance); sulfamerazine preparation; sulfamerazine sodium injection; sulfamerazine veyx brand; sulfamerazinum; sulfamethyldiazine; sulphamerazine; sumedine; trimetox; veta-merazine; veyx brand of sulfamerazine; 磺胺甲嘧啶","127-79-7","CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1","C11H12N4O2S",264.304,3,0.0896559,0.782461,"No Amine",5325,"CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N","127-79-7",264.31,"(-1)","-",0.719,-0.72,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfameter","280.3","280.063011436","C11H12N4O3S","true","31","19","0","3","2","2","1","0.09","2","6","0","107.2",0.286103178627666,"27.13","70.66","228.75","49.65","71.03","4.94","6.21","374.69","496.43","7.06","1.98","4.52","-2.5","High","0.23","-1.57","-0.77","-0.06","0.19","0.23","0.23","0.2","0.0",-0.184,"-0.46","-0.68","-0.71","-0.71","-0.71","-0.71","-0.71","15.17","4-amino-N-(5-methoxypyrimidin-2-yl)benzene-1-sulfonamide","COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1","InChI=1S/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)","GPTONYMQFTZPKC-UHFFFAOYSA-N","kiron","5-methoxysulfadiazine; bayrena; berlicid; dairena; durenat; durisan; juvoxin; kinecid; kirocid; kiron; longasulf; methoxypyrimal; solfametossidiazina; sulfa-5-methoxypyrimidine; sulfameter; sulfameter (substance); sulfamethorine; sulfamethoxidiazine; sulfamethoxine; sulfamethoxydiazine; sulfamethoxydin; sulfamethoxydine; sulfamethoxypyrimidine; sulfametin; sulfametinum; sulfametorine; sulfametorinum; sulfametoxidiazina; sulfametoxidine; sulfametoxipirimidine; sulfametoxydiazine; sulfametoxydiazinum; sulla; sulphameter; sulphamethoxydiazine; supramid; ultrax; 磺胺对甲氧嘧啶","651-06-9","COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1","C11H12N4O3S",280.303,4,0.0741501,0.74677,"No Amine",5326,"COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N","651-06-9",280.31,"(-1)","-",0.688,-0.69,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Sulfamethazine","278.33","278.083746881","C12H14N4O2S","true","33","19","0","2","2","2","1","0.17","2","5","0","97.97",0.250639582480557,"28.09","73.38","236.17","49.44","72.92","4.9","7.04","390.88","518.61","6.99","2.0","4.5","-2.82","High","0.65","-1.2","-0.37","0.35","0.61","0.65","0.65","0.61","0.39",0.21,"-0.06","-0.26","-0.29","-0.29","-0.29","-0.29","-0.29","12.86","4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzene-1-sulfonamide","CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)","ASWVTGNCAZCNNR-UHFFFAOYSA-N","sulfamethazine","SA III; SMZ; azolmetazin; cremomethazine; diazil (the sulfanilamide); dimezathine; dimidin-R; hava-span; intradine; kelametazine; mermeth; metazin; neasina; neazina; pirmazin; solfadimidina; spanbolet; sulfa-isodimerazine; sulfadimerazine; sulfadimesin; sulfadimesine; sulfadimethyldiazine; sulfadimethylpyrimidine; sulfadimezin; sulfadimezine; sulfadimezinum; sulfadimidin; sulfadimidina; sulfadimidine; sulfadimidine (product); sulfadimidinum; sulfadine; sulfametazina; sulfametazyny; sulfamethazine; sulfamethazine (substance); sulfamethazine preparation; sulfamethiazine; sulfamezathine; sulfodimesin; sulfodimezine; sulphadimethylpyrimidine; sulphadimidine; sulphamethasine; sulphamethazine; sulphamezathine; sulphamidine; sulphodimezine; superseptil; superseptyl; vertolan; 磺胺二甲嘧啶","57-68-1","CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","C12H14N4O2S",278.33,3,0.0965737,0.787319,"No Amine",5327,"CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C","57-68-1",278.33,"(-1)","-",0.718,-0.72,"No Amine","No Amine","Antibiotic","Antibiotic","Sulphonamide","Sulphonamide",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
